,Date/Time,Electricity:Facility [kW](Hourly),Fans:Electricity [kW](Hourly),Cooling:Electricity [kW](Hourly),Heating:Electricity [kW](Hourly),InteriorLights:Electricity [kW](Hourly),InteriorEquipment:Electricity [kW](Hourly),Gas:Facility [kW](Hourly),Heating:Gas [kW](Hourly),InteriorEquipment:Gas [kW](Hourly),Water Heater:WaterSystems:Gas [kW](Hourly),TE,TE_scaled,Electricity_scaled,EFans_scaled,ECooling_scaled,EHeating_scaled,Gas_scaled,GHeating_scaled,ELights_scaled,EEquipment_scaled,GWaterheat_scaled
0, 01/01  01:00:00,60.2710603898,1.5451967714700001,3.36601565508,0.0,15.863942322,29.242365000000003,11.3532759354,8.12759593539,3.20568,0.02,71.6243363252,5.276416543602248e-05,0.8414885705348516,0.021573627774423714,0.046995418425897724,0.0,0.1585114294651483,0.11347534025987785,0.22148815801897345,0.4082741495464509,0.0002792346990720148
1, 01/01  02:00:00,59.888296256400004,1.42633548136,3.09038297708,0.0,15.863942322,29.242365000000003,10.379415316900001,7.153735316880001,3.20568,0.02,70.2677115733,5.17647680731087e-05,0.8522875573360222,0.02029859019774841,0.04398012839590281,0.0,0.14771244266397773,0.10180686344705502,0.225764322856188,0.4161565012615464,0.00028462574847249627
2, 01/01  03:00:00,60.9685344568,1.7829193517,3.8153462400300002,0.0,15.863942322,29.242365000000003,15.8550854726,9.76647185969,3.20568,2.88293361288,76.8236199294,5.659437000497269e-05,0.7936170478926842,0.023207958090734098,0.04966371336753278,0.0,0.20638295210731591,0.12712850382037807,0.2064982402102215,0.3806428937724282,0.037526656717418186
3, 01/01  04:00:00,59.7914283722,1.42633548136,3.00277031051,0.0,15.863942322,29.242365000000003,11.495757066900001,8.270077066889998,3.20568,0.02,71.2871854391,5.2515793359661286e-05,0.838740202799552,0.02000830124761351,0.042122161115131125,0.0,0.16125979720044809,0.11601071098472601,0.22253568049130545,0.41020507149888097,0.00028055533230563325
4, 01/01  05:00:00,61.07418315140001,1.7829193517,3.7147550577800006,0.0,15.863942322,29.242365000000003,17.1686328316,11.080011342,3.20568,2.88294148961,78.24281598300001,5.7639862350176525e-05,0.7805724063493539,0.022787003884003596,0.047477266904441595,0.0,0.21942759365064604,0.14161059009439766,0.2027527016083725,0.37373865744241047,0.03684608552734583
5, 01/01  06:00:00,60.741297685,2.25245612376,2.9313700228,0.0,15.863942322,29.242365000000003,23.1012209865,19.875540986500003,3.20568,0.02,83.8425186715,6.176504736699878e-05,0.7244689048880799,0.02686532035834059,0.03496280967280197,0.0,0.27553109511192003,0.2370580142561504,0.18921118512858462,0.3487772727173588,0.00023854245216989718
6, 01/01  07:00:00,61.4024033161,2.1959796729,3.63068071226,0.0,15.863942322,29.242365000000003,21.0531325021,17.8274525021,3.20568,0.02,82.45553581819999,6.07432858194129e-05,0.7446729040907761,0.026632289161782303,0.044031982525285084,0.0,0.2553270959092239,0.21620686016044346,0.19239390253890548,0.3546440479687658,0.0002425549697972553
7, 01/01  08:00:00,54.1547942595,1.42633548136,2.93662113362,0.0,15.863942322,29.242365000000003,12.9411401826,6.8525109893,3.20568,2.88294919329,67.0959344421,4.9428185538968726e-05,0.8071248237288137,0.0212581506349069,0.0437674973608742,0.0,0.19287517627118633,0.10213004776337573,0.23643671489052268,0.4358291637660179,0.04296756900789305
8, 01/01  09:00:00,50.250597935900004,1.06975161102,2.24566393891,0.0,15.863942322,29.242365000000003,7.74155010825,4.51587010825,3.20568,0.02,57.99214804415001,4.272161461292666e-05,0.8665069260349473,0.01844649055257597,0.0387235861172163,0.0,0.13349307396505264,0.07787037143049129,0.27355328017721675,0.5042469711199091,0.000344874274785852
9, 01/01  10:00:00,49.863741827,0.8914596758490001,2.01774892157,0.0,15.863942322,29.242365000000003,8.12043460916,2.03016825589,3.20568,2.88458635327,57.98417643616,4.271574209438958e-05,0.8599542994613277,0.015374188798395513,0.03479826817565516,0.0,0.14004570053867227,0.03501245306338351,0.2735908880152164,0.5043162945014069,0.04974781967362942
