,Date/Time,Electricity:Facility [kW](Hourly),Gas:Facility [kW](Hourly),Heating:Electricity [kW](Hourly),Heating:Gas [kW](Hourly),Cooling:Electricity [kW](Hourly),HVACFan:Fans:Electricity [kW](Hourly),Electricity:HVAC [kW](Hourly),Fans:Electricity [kW](Hourly),General:InteriorLights:Electricity [kW](Hourly),General:ExteriorLights:Electricity [kW](Hourly),Appl:InteriorEquipment:Electricity [kW](Hourly),Misc:InteriorEquipment:Electricity [kW](Hourly),Water Heater:WaterSystems:Electricity [kW](Hourly) ,TE,TE_scaled,Electricity_scaled,EFans_scaled,ECooling_scaled,EHeating_scaled,Gas_scaled,GHeating_scaled,ELights_scaled,EEquipment_scaled,EWaterheat_scaled
3595, 05/30  20:00:00,5.35865385332,0.049869878238,0.0,0.0,2.5219942630900003,0.469124070748,2.9911183338300003,0.469124070748,0.667537360184,0.1508902143,0.355651436977,0.722878940344,0.44780756768,5.408523731558,0.0001011343033180955,0.9907793918057499,0.08673791482336018,0.46629993474457865,0.0,0.009220608194250133,0.0,0.15132180519216112,0.19941308032502883,0.08279663544177569
3596, 05/30  21:00:00,4.88089004344,0.048705600925,0.0,0.0,1.96312559564,0.387837872227,2.3509634678599998,0.387837872227,0.873768458925,0.197506684906,0.336262209834,0.706002389208,0.393616832699,4.929595644365,9.217879885111605e-05,0.9901197573921351,0.07867539250817374,0.39823258077648627,0.0,0.00988024260786484,0.0,0.2173150134647595,0.21143003893907775,0.07984769159493674
3597, 05/30  22:00:00,4.48091133156,0.0421484557806,0.0,0.0,2.04338284846,0.380135864334,2.42351871279,0.380135864334,0.6838188379600001,0.154570452834,0.274933291318,0.610954590793,0.31034544586,4.5230597873406,8.457696095326439e-05,0.9906814285545004,0.08404396187685738,0.45177002837308,0.0,0.009318571445499687,0.0,0.18535887877063495,0.19586030779218838,0.06861404899590598
3598, 05/30  23:00:00,3.71634031926,0.03662622380319999,0.0,0.0,1.8250885315099998,0.33951283822899997,2.16460136974,0.33951283822899997,0.47758773672300003,0.107953953269,0.19173992715100002,0.5309081711670001,0.220779161209,3.7529665430632,7.017694209127236e-05,0.9902407273331818,0.09046519182446189,0.48630556935909924,0.0,0.00975927266681823,0.0,0.1560210258400216,0.19255383442032212,0.058827905518389824
3599, 05/30  24:00:00,2.7827598413200003,0.030295465913999998,0.0,0.0,1.48089311299,0.282800906303,1.7636940192900001,0.282800906303,0.244221048557,0.0552037228125,0.13332170484300002,0.43914192436300004,0.124407421456,2.8130553072340003,5.260148661868377e-05,0.9892304051626384,0.10053158413762946,0.5264358326627149,0.0,0.010769594837361621,0.0,0.10644112492189714,0.20350244367178394,0.044225017949727545
3600, 05/31  01:00:00,2.1883933479900004,0.0278941439561,0.0,0.0,1.15697190042,0.22853144129,1.38550334171,0.22853144129,0.146532553763,0.0331222336875,0.116106043831,0.404334037644,0.080025137355,2.2162874919461,4.1442490146199406e-05,0.9874140227486434,0.10311452919374138,0.5220315074756274,0.0,0.012585977251356694,0.0,0.0810611385496504,0.23482516747771143,0.03610774217957198
3601, 05/31  02:00:00,1.9831705449099999,0.027570733591400002,0.0,0.0,1.06140080326,0.20964420624699998,1.2710450095,0.20964420624699998,0.0976883945485,0.0220814920209,0.101372792835,0.399646106773,0.06856674922730001,2.0107412785014,3.759896941334055e-05,0.9862882739384807,0.10426214873514071,0.5278654268494747,0.0,0.01371172606151916,0.0,0.059565040937869525,0.2491712409571698,0.034100234555488225
3602, 05/31  03:00:00,1.8096571808099997,0.0271826411537,0.0,0.0,0.924281888259,0.184802498653,1.10908438691,0.184802498653,0.0976883945485,0.0220814920209,0.0921252167148,0.394020589727,0.0718871008905,1.8368398219636997,3.4347175850834337e-05,0.9852014090566482,0.10060893521757072,0.5031913383012806,0.0,0.014798590943351835,0.0,0.06520431729390443,0.2646642350785268,0.03913629268645106
3603, 05/31  04:00:00,1.64021366084,0.0261558132458,0.0,0.0,0.754815704101,0.154213397143,0.909029101244,0.154213397143,0.0976883945485,0.0220814920209,0.103339676171,0.379136409211,0.10616858764499999,1.6663694740858,3.1159540790932615e-05,0.9843037131605226,0.09254454041628686,0.45297019408922223,0.0,0.01569628683947751,0.0,0.07187474832681263,0.2895372802281409,0.06371251351879569
3604, 05/31  05:00:00,1.83646326074,0.0291877854149,0.0,0.0,0.737076071049,0.150580609861,0.88765668091,0.150580609861,0.103115524996,0.0233082439909,0.117710340515,0.423085761129,0.258816709199,1.8656510461549,3.4885918626301304e-05,0.9843551743102998,0.0807120978874083,0.3950771354418668,0.0,0.015644825689700076,0.0,0.06776388824022526,0.2898699104307736,0.13872728757739572
3605, 05/31  06:00:00,2.51111728974,0.033723615779900004,0.0,0.0,0.911453464418,0.18619755511799999,1.09765101954,0.18619755511799999,0.146532553763,0.0331222336875,0.17926042105700002,0.488833991598,0.542947070096,2.5448409055199,4.75861297480167e-05,0.986748242019078,0.07316667800887955,0.35815734588398324,0.0,0.01325175798092196,0.0,0.07059568520013132,0.2625289507119547,0.21335206806772
3606, 05/31  07:00:00,2.8369114552499997,0.0358338684096,0.0,0.0,0.888255864961,0.183151197174,1.07140706213,0.183151197174,0.244221048557,0.0552037228125,0.26854690423300004,0.519422740533,0.617839976981,2.8727453236595997,5.371763374604596e-05,0.9875262634266684,0.06375476296683448,0.30920104808645127,0.0,0.012473736573331574,0.0,0.10422948700097849,0.2742915072479181,0.21506952666236756
3607, 05/31  08:00:00,3.1325589491400003,0.030295465913999998,0.0,0.0,1.26259524377,0.24665860120000002,1.5092538449700001,0.24665860120000002,0.18452250357900002,0.0417094858937,0.34016993705799997,0.43914192436300004,0.594991253277,3.1628544150540003,5.914240070661666e-05,0.9904214794807484,0.07798607486515903,0.3991948658023969,0.0,0.009578520519251517,0.0,0.07152779097132028,0.24639510997147637,0.18811844466980993
3608, 05/31  09:00:00,3.32631143922,0.025783891326299997,0.0,0.0,1.57154836092,0.296043068945,1.8675914298700003,0.296043068945,0.0976883945485,0.0220814920209,0.411860012733,0.373745288709,0.530574821339,3.3520953305463,6.268102771418997e-05,0.9923081270716433,0.08831582629744394,0.4688256764654365,0.0,0.007691872928356703,0.0,0.03572985692798921,0.23436245809690853,0.15828154304088088
