"","Date_Time","Apartment_Midrise","HealthCare","Home_Avg","Home_High","Hospital","Hotel_Large","Hotel_Small","Office_Large","Office_Medium","Office_Small","Restaurant_Fast","Restaurant_Full","Retail_Only","School_Primary","School_Secondary","StripMall","Supermarket","Warehouse","Data_Center","Temperature","Cooling_Degree_Hour"
"11","2016-01-01 11:00:00",7.0687773515762e-05,0.000176042140168357,0.000136367508521884,0.000118523654370321,9.53593814049975e-05,0.000107928525526782,9.4346219141087e-05,5.67615942617194e-05,5.34196175448897e-05,2.90423999522661e-05,0.000132453695791317,0.000130981523063741,0.000176655847473055,5.30809495364462e-05,6.01489580967772e-05,0.000166933196113845,9.56364543801259e-05,3.83380837634957e-05,0.00011384335154827,38.7680000000001,0
"12","2016-01-01 12:00:00",7.09897942879695e-05,0.000174497834759949,0.000127041720435756,0.000110675570746138,9.8042066095405e-05,0.000105975576862172,9.06644771604965e-05,5.25436903617434e-05,4.61392514668489e-05,2.90423999522661e-05,0.000138432148922651,0.000133377238491967,0.000176068603989753,5.38934176597356e-05,5.6357387809373e-05,0.000166933196113845,0.000114199758114961,3.40087331992537e-05,0.00011384335154827,38.39,0
"13","2016-01-01 13:00:00",7.02618196278603e-05,0.000165631946568768,0.000117376798629872,0.000102043015990488,0.000103223877044658,0.00010813529043168,9.08712765671392e-05,5.89644572550272e-05,5.00019516167431e-05,2.90423999522661e-05,0.000133713542739968,0.000131188825470765,0.000176054692341022,5.30776240097346e-05,6.54497248266564e-05,0.000166933196113845,0.000118752884596197,3.58963199505343e-05,0.00011384335154827,38.39,0
"14","2016-01-01 14:00:00",6.83348587311353e-05,0.000171879437632394,0.000110787800884441,9.65460364734551e-05,0.00010822181040361,0.000100272842527838,9.06378498256886e-05,5.46576874245322e-05,4.271666842572e-05,2.90423999522661e-05,0.000132731666643302,0.000107641297560541,0.000176054692341022,5.31335375802627e-05,5.91832652352237e-05,0.000166933196113845,0.000117401566597528,3.21241317486085e-05,0.00011384335154827,38.39,0
"15","2016-01-01 15:00:00",6.75250938196903e-05,0.000171108143471501,0.000106971674766543,9.30662078294198e-05,0.000110570875818516,9.92687849517011e-05,9.05283849596595e-05,6.08512781256425e-05,4.22171135222393e-05,2.90423999522661e-05,0.000106861340274169,0.000107644895933051,0.000176054692341022,5.31520695595145e-05,3.83429277270605e-05,0.000166933196113845,0.000115178469826239,3.41469380703535e-05,0.00011384335154827,38.858,0
"16","2016-01-01 16:00:00",7.30012209301729e-05,0.000170071995573873,0.000113646645831835,9.99583350647296e-05,0.000109265968434464,9.50483950335845e-05,8.94159389127197e-05,5.50316479213276e-05,3.77999502703827e-05,2.90423999522661e-05,0.000106742637336353,0.000107584252829668,0.000176580982563298,5.31324178622482e-05,3.89182582748415e-05,0.000166933196113845,0.000113032581088351,3.20732539403431e-05,0.00011384335154827,39.758,0
"17","2016-01-01 17:00:00",0.000115163730650549,0.000174297508527554,0.000140071273176308,0.000125705549369112,0.00010160566486551,0.000100605513008836,0.000100874294443887,7.05950790373804e-05,5.46689854914282e-05,4.64148661816891e-05,0.000112789028274933,0.000137461184170952,0.000190200758305586,5.78538503213136e-05,4.0583815777995e-05,0.000186282411842985,0.000116826672061133,5.35239446142106e-05,0.00011384335154827,40.172,0
"18","2016-01-01 18:00:00",0.000156333808570643,0.000178691696788523,0.000189470461595456,0.000171267388292573,9.16085686399297e-05,0.000108963998650494,0.000119421136975596,7.32559725375071e-05,6.53620060521493e-05,6.37873324111121e-05,0.000145170726930895,0.000144080603348843,0.000203288996487003,6.26881354704838e-05,5.76391761701431e-05,0.000205631627572125,0.000103725264990859,6.93381556118806e-05,0.00011384335154827,39.889243769,0
"19","2016-01-01 19:00:00",0.000165705257907984,0.000113961960439063,0.000222537578513418,0.000206176992198199,8.64249322961854e-05,0.000137068571434264,0.000144461328803185,7.76337148462766e-05,7.54143830905687e-05,6.65379473139224e-05,0.000145175285127797,0.000144081021887621,0.00016467462090963,6.26825567366148e-05,6.44502845939287e-05,0.000165720895006145,0.000107446582493579,7.41858929101509e-05,0.00011384335154827,39.056,0
"20","2016-01-01 20:00:00",0.000161717393496447,0.000115095790645571,0.000221432694985462,0.000207860887409778,8.50524383648153e-05,0.000143215601477979,0.000145891363896642,6.86986278532778e-05,7.10321395722857e-05,6.70880702943939e-05,0.000145911123915646,0.000121015917823318,0.000164828273263001,6.29213218749884e-05,6.11809275853135e-05,0.000165720895006145,9.54988381370643e-05,7.08856671746325e-05,0.00011384335154827,38.8040000000001,0
"21","2016-01-01 21:00:00",0.000160116107321825,9.59796488237922e-05,0.000205597464680305,0.000192716694282739,8.14361986612702e-05,0.000154243626536458,0.00015628437914133,7.32846304590978e-05,8.13650365481938e-05,6.81883162554879e-05,0.000119940115349899,0.000120947166162646,0.000149579420493938,6.28987343820853e-05,6.36501301845014e-05,0.000150398244569846,9.02810105619243e-05,7.5311052322067e-05,0.00011384335154827,38.066,0
"22","2016-01-01 22:00:00",0.000137672488178525,7.85635991059489e-05,0.000186918204411633,0.000174808841011691,8.05828658984229e-05,0.000142770149701719,0.000152166476113029,6.44064000782743e-05,7.51255043530254e-05,7.1364588968386e-05,0.000119552995338707,0.000120699529868867,6.33096160850053e-05,6.70073065151473e-05,5.95597556326383e-05,7.5400951073797e-05,8.16782665369963e-05,7.1571373175126e-05,0.00011384335154827,37.7976594686,0
"23","2016-01-01 23:00:00",0.00010935621602897,6.82926284691821e-05,0.000152894861574574,0.000143659409770179,7.84013679889974e-05,0.000119444373615562,0.000113523543886085,6.52884448982925e-05,8.69172777379676e-05,7.08508097770099e-05,0.000118988016070307,0.000120342458604944,3.84554444261044e-05,6.77159720830387e-05,6.45217831113594e-05,5.09026707336187e-05,4.59326997578547e-05,7.69078272272889e-05,0.00011384335154827,36.95,0
"24","2016-01-02 00:00:00",8.54945719327086e-05,7.54617037765853e-05,0.000117588957988548,0.000111355535548131,7.67575435143073e-05,8.63677729305331e-05,7.40670911587745e-05,5.66765351964551e-05,8.57309317246713e-05,7.29038592804361e-05,0.000125199535326206,0.000122879784392099,3.84554444261044e-05,6.99603139765137e-05,6.13570195821666e-05,5.09026707336187e-05,6.72025830778045e-05,7.30538781186099e-05,0.00011384335154827,36.4959919436001,0
"25","2016-01-02 01:00:00",7.10611324934467e-05,7.02270746795584e-05,8.14243324138976e-05,7.91294534912514e-05,7.38608841432788e-05,5.41219000568832e-05,6.28774493935139e-05,6.68459999792266e-05,0.000107435775551368,8.23088839456864e-05,7.0979838246899e-05,7.03481489976225e-05,3.84554444261044e-05,6.90960956576367e-05,6.26960746220264e-05,5.09026707336187e-05,5.00151990239779e-05,7.81714620795501e-05,0.00011384335154827,35.042,0
"26","2016-01-02 02:00:00",6.93216131737366e-05,7.62156988440209e-05,6.77502918222538e-05,6.59412745122241e-05,7.1478120408918e-05,5.02830673219242e-05,6.18035723784398e-05,6.2046589921487e-05,9.83006556155113e-05,8.58402938783605e-05,4.90189345734519e-05,4.58850414836407e-05,3.84554444261044e-05,7.02259493164556e-05,6.06402133904452e-05,5.09026707336187e-05,5.07693768467636e-05,7.42116076319223e-05,0.00011384335154827,34.4991580736001,0
"27","2016-01-02 03:00:00",6.859458009166e-05,7.16368327930877e-05,6.35244595709154e-05,6.22364154699871e-05,7.00816086249088e-05,4.66828786768422e-05,5.97387115900623e-05,6.65540929895012e-05,0.000114746634225639,8.55526324202656e-05,4.91417547612176e-05,4.59483488017936e-05,3.84554444261044e-05,6.95776823605704e-05,6.52398632554651e-05,5.09026707336187e-05,5.08067182370339e-05,7.95382453597525e-05,0.00011384335154827,34.358,0
"28","2016-01-02 04:00:00",6.84425679109812e-05,7.69532289073553e-05,6.3464501905584e-05,6.22825056437687e-05,6.9006614307621e-05,4.6326296504137e-05,6.08766927221805e-05,6.18054065556408e-05,0.000103452671627518,8.68510704434973e-05,4.92120109773837e-05,4.59863459468932e-05,3.84554444261044e-05,7.0417866217223e-05,6.25802157197192e-05,5.09026707336187e-05,5.32476942281105e-05,7.50683920150221e-05,0.00011384335154827,34.1391426962,0
"29","2016-01-02 05:00:00",7.74227412671066e-05,9.78173467621057e-05,6.71262039860507e-05,6.51629925512321e-05,7.66998833623295e-05,4.94777113619533e-05,6.57336271196077e-05,6.8067882340325e-05,0.000120689301691759,8.58783312786379e-05,4.99910505061196e-05,4.64562725535419e-05,3.84554444261044e-05,7.04979687144366e-05,6.72384472975489e-05,5.09804057807294e-05,5.72383777866538e-05,8.05302000081925e-05,0.00011384335154827,33.4940000000001,0
"30","2016-01-02 06:00:00",9.64514397430651e-05,0.000118226178083575,8.75161743450148e-05,8.20261268245338e-05,7.83089329396043e-05,6.33012422975733e-05,7.98313182931389e-05,7.08103611831336e-05,0.000111204425657342,9.09999847223924e-05,7.07409403336987e-05,7.06862679972674e-05,3.84554444261044e-05,7.12740108234676e-05,6.53679938244545e-05,5.09840446213637e-05,5.57831296281635e-05,7.5818030723098e-05,0.00011384335154827,33.0620000000001,0
"31","2016-01-02 07:00:00",0.000118389765527991,0.000152582010679864,0.000135483326155669,0.000123298477224959,9.87555614125354e-05,0.000112477682364411,0.000125910991697798,0.0001029547877457,0.000388331014865011,0.000109798695674663,0.000145633537673217,0.000120720314517902,8.09006991310985e-05,7.45424160181264e-05,5.98723729865093e-05,7.99320129207695e-05,8.08933086146382e-05,9.25432043753911e-05,0.00011384335154827,33.0127638152001,0
"32","2016-01-02 08:00:00",0.000115437456236784,0.000159377825904695,0.000168049223560828,0.0001545325689889,0.000109188386321968,0.00014510540880733,0.000147763070085005,7.84637498389344e-05,0.000327318873514052,0.000103231064484397,0.000135563367582084,0.00013417176194808,8.75794176365334e-05,0.000140561990702464,0.000110186138865058,7.86313389553151e-05,8.01848925332441e-05,0.000148251331126149,0.00011384335154827,32.864,0
"33","2016-01-02 09:00:00",0.000104650131579134,0.000158173282305411,0.000160118892409845,0.000145492829262952,0.000112691827228018,0.000120654254518968,0.000127181422146915,0.000157909956011791,0.000309923673493128,0.00018292553446694,0.000106421105166485,0.000130870771829926,0.000124703471563535,0.000188111048279879,0.000136331215653619,0.000111699813111565,0.000123555126033622,0.000211478690645018,0.00011384335154827,32.756,0
"34","2016-01-02 10:00:00",9.22439767182737e-05,0.00016286807156618,0.000137742103030732,0.000122439104083095,0.000117060630695128,0.000111957713069414,0.000122623698236184,0.000152264850035639,0.000262799495289139,0.00018292553446694,0.000106474316964392,0.00010741013251798,0.000178334653694327,0.000188081858518962,0.000136309753396926,0.000166933196113845,0.000137848586639247,0.000257351272690553,0.00011384335154827,31.964,0
"35","2016-01-02 11:00:00",7.93349954006684e-05,0.00016042599075448,0.000130207147530385,0.000113243290311816,0.000120297261405753,9.46464520741021e-05,9.35875515965431e-05,0.000144658347018338,0.000247081252287945,0.00018292553446694,0.000132325387299373,0.000130896170519469,0.000178049351198811,0.000192582449237126,0.000138122309604643,0.000166933196113845,0.000132048508191177,0.000256883349369535,0.00011384335154827,31.532,0
"36","2016-01-02 12:00:00",7.94252257270986e-05,0.000159107990256418,0.000120649166614189,0.000106147859391575,0.000123144010262536,0.000106237434378798,9.31877493099217e-05,0.00014461159043103,0.000238635271274125,0.00018292553446694,0.000138330324026902,0.000133316552839975,0.000177833979169227,0.000193434706133294,0.000138428650349209,0.000166933196113845,0.000150455131028149,0.000256744404288424,0.00011384335154827,31.406,0
"37","2016-01-02 13:00:00",7.78216675051223e-05,0.00015028217198367,0.000112333695104663,9.95522944783411e-05,0.000121113759815382,0.000110665892841353,9.21903234741333e-05,0.000137219748301308,0.000238531864593151,0.00017462770590915,0.000133494888771661,0.000131060662716306,0.00017777946365081,0.000192752669636321,0.000138119629984559,0.000166933196113845,0.000138451432099448,0.000232012918916077,0.00011384335154827,32.234,0
"38","2016-01-02 14:00:00",7.641833760668e-05,0.00015710758275115,0.000106626988526781,9.46463118444257e-05,0.000126409725611146,0.000104805927796159,9.15649366748002e-05,0.000144670688147612,0.000221658418923781,0.000182943703354007,0.000132451166824519,0.000107470518539367,0.000177755254650339,0.000188394338174,0.000136318068245868,0.000166933196113845,0.000136481441500168,0.000256934437446454,0.00011384335154827,33.89,0
"39","2016-01-02 15:00:00",7.54708781874337e-05,0.000156739530354973,0.000103533151054502,9.17623414707123e-05,0.000128546838428423,0.00010109715429722,9.06639338082243e-05,0.000144533887307695,0.000203317521607953,0.00018292553446694,0.0001065763508556,0.000107468234941393,0.00017774017910896,0.000188403050887682,0.00013631466290062,0.000166933196113845,0.000134229330322075,0.000256934437446454,0.00011384335154827,34.6460000000001,0
"40","2016-01-02 16:00:00",8.09858263969198e-05,0.000156871896778795,0.000110349367907788,9.86116650581406e-05,0.000129994697716197,9.21484149206458e-05,8.89648536348424e-05,0.000144379063334186,0.00020021971035252,0.00018292553446694,0.000106500513807934,0.000107436025714697,0.000177706234077496,0.000185847194877981,0.000133872997880796,0.000166933196113845,0.000132216936956688,0.000256934437446454,0.00011384335154827,36.7700000000001,0
"41","2016-01-02 17:00:00",0.000123253214111317,0.000162286219096335,0.000135687950401904,0.000122710916688067,0.000130389314018551,9.77086474328478e-05,0.000100927624547308,0.000155557218232942,0.000221269238569529,0.000200298000696363,0.000112634302239039,0.000137358527793517,0.000190464934794601,0.000190502411077696,0.00013507254083201,0.000186282411842985,0.000136286485445175,0.000274026444252543,0.00011384335154827,37.5620000000001,0
"42","2016-01-02 18:00:00",0.000158073888851911,0.000169298897856061,0.000184838192447261,0.000168286771665587,0.000129567063761814,0.000109605248198521,0.000124712333785834,0.0001425050289757,0.000232444599605489,0.000151287838463464,0.00014508910115039,0.000144022016829968,0.000203236737986433,0.00014645250792177,0.00011345256883002,0.000205631627572125,0.000140348918732632,0.000124371026335804,0.00011384335154827,37.9465149956,0
"43","2016-01-02 19:00:00",0.000166347352142498,0.000104159881115872,0.000216215615396156,0.000201530399495619,0.0001011226706867,0.000139299598339797,0.000135791810330413,0.000112636801259354,0.000199854292397512,0.000126394352790244,0.000145114899508161,0.000144054560322875,0.000164596565633274,0.000146467509633924,0.000113459112811014,0.000165720895006145,0.00013999331104277,7.04680599660135e-05,0.00011384335154827,39.2,0
"44","2016-01-02 20:00:00",0.000162385921484813,0.000106866800325706,0.000214171540409082,0.000202429478934894,0.000100491826664896,0.000145139321461373,0.000140486622737037,0.000108967039041244,0.000201512182260739,0.000126394352790244,0.000145860325656754,0.000120988543411339,0.000164774498702971,0.000146721585958227,0.000113584400309044,0.000165720895006145,0.000130478603014531,7.48753578116748e-05,0.00011384335154827,39.092,0
"45","2016-01-02 21:00:00",0.000160714562586595,8.94665822847323e-05,0.00019811308575411,0.000186739827745007,8.67758767354168e-05,0.000157076908495166,0.000155743169491462,8.65741292336509e-05,0.000195232620550962,0.000118096524232453,0.000119917578551686,0.000120933816445458,0.000149515892594469,0.000146713985963028,0.000113577881869339,0.000150398244569846,0.000115624572679048,7.19584692000847e-05,0.00011384335154827,38.762033405,0
"46","2016-01-02 22:00:00",0.000138097233585863,7.42742666212529e-05,0.000179837281867104,0.000168882629109041,8.34464829931995e-05,0.000154019893085103,0.000146706868911789,8.29021203746012e-05,0.000196977996771867,0.000118096524232453,0.000119579776915407,0.000120712530116322,6.33096160850053e-05,6.26961282136298e-05,4.46722145085011e-05,7.5400951073797e-05,8.17291476497694e-05,7.61012143585551e-05,0.00011384335154827,37.616,0
"47","2016-01-02 23:00:00",0.00010960603246141,5.93206513244083e-05,0.000146997082313627,0.000138428494563927,7.77978960837674e-05,0.000123721463366669,0.000104436631650114,5.23541973586464e-05,5.49273814919695e-05,7.62340752477975e-05,0.000119043072008488,0.000120366645914927,3.84554444261044e-05,6.25773129599284e-05,4.52949050341461e-05,5.09026707336187e-05,4.74743036320364e-05,7.21769622481116e-05,0.00011384335154827,36.8183763842001,0
"48","2016-01-03 00:00:00",8.55712209088242e-05,7.28139390863234e-05,0.000113602877012854,0.000107322736836157,7.78387094151022e-05,8.84468632429014e-05,7.15352884031921e-05,4.49564545750941e-05,5.13896529872515e-05,7.20851609689024e-05,0.000125249763235781,0.000122897259420183,3.84554444261044e-05,6.34809526653384e-05,4.31133257186838e-05,5.09026707336187e-05,6.86449227795598e-05,7.63078143813941e-05,0.00011384335154827,34.1780000000001,0
"49","2016-01-03 01:00:00",7.06842796096344e-05,6.98382254901979e-05,7.98507160011149e-05,7.58670850086152e-05,7.62390698757137e-05,5.29271251751973e-05,6.41513970357901e-05,4.31248511211052e-05,5.13896529872515e-05,7.20851609689024e-05,7.10251243688953e-05,7.03651342203835e-05,3.84554444261044e-05,6.26142228148693e-05,4.39048805262573e-05,5.09026707336187e-05,5.04956324231222e-05,7.23246079042841e-05,0.00011384335154827,33.6310930238001,0
"50","2016-01-03 02:00:00",6.82679245388204e-05,7.76344754143016e-05,6.54801251090423e-05,6.18161677029194e-05,7.86383370937068e-05,5.02621344607511e-05,6.16579919140648e-05,4.31248511112145e-05,5.13896529872515e-05,7.20851609689024e-05,4.91422850374316e-05,4.59548994601629e-05,3.84554444261044e-05,6.26266393044045e-05,4.23706320199243e-05,5.09026707336187e-05,4.65893361984571e-05,7.60388817206361e-05,0.00011384335154827,31.9100000000001,0
"51","2016-01-03 03:00:00",6.70670575207423e-05,7.46176824595126e-05,6.05207836011136e-05,5.71161023930747e-05,8.22272845372853e-05,4.73407993517607e-05,5.86046650259627e-05,4.31248510908337e-05,5.13896529872515e-05,7.20851609689024e-05,4.9316402204285e-05,4.6054222448176e-05,3.84554444261044e-05,6.26304014606844e-05,5.85105870882259e-05,5.09026707336187e-05,4.66223359838962e-05,7.16553774613108e-05,0.00011384335154827,31.7104343438001,0
"52","2016-01-03 04:00:00",6.65754461020633e-05,8.26255192110576e-05,5.99086699940153e-05,5.65985985839292e-05,8.2818608339911e-05,4.75689638130076e-05,5.87449923136591e-05,4.93962762257424e-05,5.13896529872515e-05,7.20851609689024e-05,4.93939085501241e-05,4.60995642747068e-05,3.85210298222535e-05,6.26265184754158e-05,6.00388550830291e-05,5.09026707336187e-05,4.88893844289568e-05,7.53070701315807e-05,0.00011384335154827,31.082,0
"53","2016-01-03 05:00:00",7.51456923961543e-05,0.000104234067647466,6.30346775409806e-05,5.88304628299419e-05,9.34221679600016e-05,5.14626042038661e-05,6.15965577793088e-05,4.97143309712447e-05,5.6799948417269e-05,7.20851609689024e-05,5.28673412690035e-05,4.8197902151669e-05,3.87610860462927e-05,6.38293359440638e-05,6.4670376583607e-05,5.09407662185807e-05,6.47070491605104e-05,7.07407632763299e-05,0.00011384335154827,31.2440000000001,0
"54","2016-01-03 06:00:00",9.37482490593378e-05,0.000124432491629498,8.26977675566983e-05,7.46306558221769e-05,0.00010045558299467,6.59214750744511e-05,7.40194394828465e-05,5.82276863276263e-05,6.06068225061221e-05,7.62340752477975e-05,7.35702823363849e-05,7.2411786245682e-05,3.89401823585183e-05,6.36376305523391e-05,6.41852597052955e-05,5.10347675608543e-05,6.4732275524947e-05,7.42379114362305e-05,0.00011384335154827,31.1360000000001,0
"55","2016-01-03 07:00:00",0.000115345963973273,0.000163232819655311,0.000128451075628982,0.000114799710946006,0.000125319934983341,0.000121476351259147,0.000122775277679184,0.000107198675565789,0.000264416787684867,0.000109798695674663,0.000147023827016287,0.00012157699873209,8.16744602208893e-05,7.42094789316842e-05,5.9705200353662e-05,7.99320129207695e-05,9.14776133927865e-05,9.18413193938646e-05,0.00011384335154827,30.632,0
"56","2016-01-03 08:00:00",0.000112169035577527,0.000172723615176138,0.000160209096727505,0.000144042415876785,0.000138347437659477,0.000153086971579796,0.000146520753662782,7.76003441139243e-05,0.000216044748706699,0.000103231064484397,0.000135877801999981,0.000134382136710417,8.84554611920854e-05,0.000139807434412118,0.000109682680212127,7.86313389553151e-05,8.67896606022856e-05,0.000147691971013336,0.00011384335154827,31.19,0
"57","2016-01-03 09:00:00",0.000102028385291585,0.000173182274346075,0.000154654269308006,0.000138337732638031,0.000142000618597663,0.00012496949160013,0.000122340834545565,0.000157131654704259,0.000248991095641583,0.00018292553446694,0.000106785970447033,0.000131095131740849,0.00012503470654008,0.000187490268299241,0.000135943388773604,0.000111699813111565,0.000125613811549684,0.000211061855400918,0.00011384335154827,31.3219660784,0
"58","2016-01-03 10:00:00",9.02985650938885e-05,0.000178510787468842,0.000134713338075857,0.000118018255015552,0.000145425505508038,0.000109861111618776,0.000117159477784705,0.000172788416075047,0.00022504979069565,0.00018292553446694,0.000106866168363835,0.00010764927403626,0.000177951802863327,0.000187456324459876,0.000135923230600089,0.000166933196113845,0.000141786746802856,0.000256934437446454,0.00011384335154827,31.73,0
"59","2016-01-03 11:00:00",7.78470170257967e-05,0.000176038861543769,0.000127937056470926,0.000110386942372065,0.000146406565348743,8.45984639955516e-05,8.76386497344591e-05,0.000157497903213984,0.000213176362525753,0.00018292553446694,0.000132758975682733,0.000131171762299946,0.000177414407163757,0.000191884973146819,0.000137701440026342,0.000166933196113845,0.000136886260531218,0.000256934437446454,0.00011384335154827,31.7954712866001,0
"60","2016-01-03 12:00:00",7.83267558253794e-05,0.000174135394699008,0.000120957668602284,0.000105930273505281,0.000146853742298423,8.0569252032933e-05,8.7500720346301e-05,0.000159568707517639,0.000209590801594578,0.00018292553446694,0.00013860851720619,0.000133476348252679,0.000177012710137406,0.000192676071444123,0.000137976380043526,0.000166933196113845,0.000155277698979141,0.000256934437446454,0.00011384335154827,30.956,0
"61","2016-01-03 13:00:00",7.70310696095442e-05,0.00016560761599696,0.000114150805815928,0.000100804918926353,0.000142830197040008,7.81426071341486e-05,8.71900526992049e-05,0.000150934275215959,0.000215075992675005,0.00017462770590915,0.0001339093302879,0.000131303807077619,0.000176918138394006,0.000191897681638208,0.00013770983580857,0.000166933196113845,0.000144199132728514,0.000232060427205393,0.00011384335154827,32.277408197,0
"62","2016-01-03 14:00:00",7.58979681305101e-05,0.000172924371127972,0.000108424059376507,9.53472792333006e-05,0.000146121699146022,7.39658361073815e-05,8.72767491603616e-05,0.000156563862173034,0.000203273680195834,0.00018292553446694,0.000132867271929845,0.000107715802133529,0.00017721435998783,0.000187434945263531,0.000135909457048026,0.000166933196113845,0.000142440962691061,0.000256934437446454,0.00011384335154827,36.05,0
"63","2016-01-03 15:00:00",7.52807118027989e-05,0.000172839305279828,0.000105299109889197,9.32575568426407e-05,0.000146090519312034,7.38430995435861e-05,8.70815116252903e-05,0.000157101231445285,0.000196238730938357,0.00018292553446694,0.000106985960155945,0.000107711706523505,0.000177200872810086,0.000187432492887867,0.000135905337896394,0.000166933196113845,0.000140056285909373,0.000256934437446454,0.00011384335154827,38.0663774834,0
"64","2016-01-03 16:00:00",8.09028473393481e-05,0.000173618800926563,0.00011124760412,9.92311527216094e-05,0.000146310147375153,7.35967958447353e-05,8.64777611146438e-05,0.000156073021319998,0.000194674578461689,0.00018292553446694,0.000106880042456672,0.000107653095924291,0.000177552593643471,0.00018520475092356,0.000133538492784575,0.000166933196113845,0.000137957610076366,0.000256934437446454,0.00011384335154827,43.6460000000001,0
