,Date/Time,Electricity:Facility [kW](Hourly),Fans:Electricity [kW](Hourly),Cooling:Electricity [kW](Hourly),Heating:Electricity [kW](Hourly),InteriorLights:Electricity [kW](Hourly),InteriorEquipment:Electricity [kW](Hourly),Gas:Facility [kW](Hourly),Heating:Gas [kW](Hourly),Water Heater:WaterSystems:Gas [kW](Hourly),Electricity:Facility [kW](Monthly),TE,TE_scaled,Electricity_scaled,EFans_scaled,ECooling_scaled,EHeating_scaled,Gas_scaled,GHeating_scaled,ELights_scaled,EEquipment_scaled,GWaterheat_scaled
18, 01/01  19:00:00,518.045805706,21.1102812595,100.639090701,0.0,24.920363534099998,149.522181205,197.311406746,195.12200015,2.18940659668,,715.357212452,9.259527618176287e-05,0.04796859445415094,0.0019547123234980954,0.009318704398140578,0.0,0.01827010420145802,0.018067375493027227,0.0023075079439899217,0.013845047663976569,0.00020272870849375813
19, 01/01  20:00:00,458.422427519,16.8882250076,79.5293078404,0.0,24.920363534099998,149.522181205,157.046225042,154.85683305700002,2.1893919844,,615.468652561,7.966577938001459e-05,0.03652057997357938,0.0013454136075755068,0.006335764292658571,0.0,0.012511209916660096,0.012336790297806714,0.001985300183377371,0.011911801100296096,0.00017441961880558274
20, 01/01  21:00:00,489.02458818599996,21.1102812595,97.2056343552,0.0,24.920363534099998,149.522181205,223.869640722,221.68037792299998,2.18926279835,,712.894228908,9.22764695247277e-05,0.04512546250858794,0.001947982225300682,0.008969792756209438,0.0,0.020657900079595375,0.020455882637641826,0.002299563166199514,0.013797378997233996,0.00020201744189356387
21, 01/01  22:00:00,429.780611262,16.8882250076,77.0996376637,0.0,24.920363534099998,149.522181205,189.83047423099998,187.63847508799998,2.19199914292,,619.611085493,8.020197264783421e-05,0.03446925282900439,0.0013544689601300047,0.0061835430310619955,0.0,0.015224778502000057,0.015048975846689095,0.0019986623145359732,0.01199197388724792,0.00017580265530454586
22, 01/01  23:00:00,435.666451201,21.1102812595,95.0050400367,0.0,24.920363534099998,149.522181205,277.55892514,275.369543744,2.18938139656,,713.2253763409999,9.231933298857734e-05,0.0402204361803769,0.0019488870850783043,0.008770801926741229,0.0,0.02562405483395127,0.02542193260381495,0.0023006313393009775,0.013803788035842797,0.00020212223018801915
23, 01/01  24:00:00,378.199618537,16.8882250076,75.595954974,0.0,24.920363534099998,149.522181205,229.439890633,227.250523825,2.18936680782,,607.63950917,7.86523812036386e-05,0.029746300568242824,0.0013282991111505775,0.005945801868068147,0.0,0.018045993741387864,0.017873794828610453,0.001960045932417287,0.011760275594535187,0.00017219891276325198
24, 01/02  01:00:00,446.05993653699994,21.1102812595,93.6501030758,0.0,24.920363534099998,199.362908273,322.56016329,320.369859713,2.19030357671,,768.6200998269999,9.948958252393479e-05,0.04437831686671897,0.002100253069470499,0.009317209658334803,0.0,0.03209137598457434,0.031873463596097926,0.002479316564352297,0.019834532514838275,0.00021791238844755907
25, 01/02  02:00:00,414.03371886599996,16.8882250076,75.0007287178,0.0,24.920363534099998,199.362908273,263.213953728,261.02362301200003,2.19033071522,,677.2476725939999,8.766240725014755e-05,0.036295192478524384,0.0014804624583483572,0.006574744424917621,0.0,0.023073968805625428,0.022881959142386932,0.0021845790569480004,0.017476632455601535,0.0001920096631701226
26, 01/02  03:00:00,444.112056135,21.1102812595,92.6071744326,0.0,24.920363534099998,199.362908273,384.682308868,380.321777886,4.36053098103,,828.7943650029999,0.00010727849218475718,0.04764367174323504,0.0022646791431152964,0.009934758038620125,0.0,0.041268138065510086,0.04080034687663621,0.0026734190246342545,0.02138735219709549,0.0004677911887698184
27, 01/02  04:00:00,412.42431461,16.8882250076,73.9366510134,0.0,24.920363534099998,199.362908273,297.969205788,295.779074226,2.19013156182,,710.393520398,9.19527797776993e-05,0.037923562176301905,0.0015529192349600768,0.006798680588135778,0.0,0.02739909676035993,0.02719770807515515,0.002291496700031305,0.018331973600268833,0.00020138868518822307
28, 01/02  05:00:00,454.21349499400003,21.1102812595,91.165473839,0.0,24.920363534099998,199.362908273,433.29068619300006,431.100320903,2.1903652895700003,,887.5041811870001,0.00011487784471732538,0.052179067346434384,0.002425103612467905,0.010472893147258031,0.0,0.049775500165942815,0.04952387572228398,0.0028627976523696373,0.022902381218980077,0.0002516244436094419
29, 01/02  06:00:00,472.513915946,16.8882250076,72.9255018537,0.0,49.840727068199996,199.362908273,331.543304404,327.176990424,4.36631397998,,804.0572203500001,0.00010407653559408895,0.049177611391656224,0.0017576679511244644,0.007589833589393407,0.0,0.03450587852178478,0.03405144768943033,0.005187250204748789,0.020749000819015973,0.00045443083235235666
30, 01/02  07:00:00,687.0120291759999,28.716900177600003,196.58762939599998,0.0,49.840727068199996,199.362908273,3117.2434715,3115.05133472,2.19213678336,,3804.255500676,0.0004924198465039184,0.3382983579531914,0.014140771577522141,0.0968036502917475,0.0,1.5349925517513718,1.5339131000946484,0.024542563172566735,0.09817025269036542,0.0010794516583777247
31, 01/02  08:00:00,523.584586729,28.716900177600003,0.0,0.0,149.522181205,199.362908273,3692.65459505,3683.90243381,8.75216124342,,4216.239181778999,0.0005457466908693428,0.28574455559754414,0.015672153243950444,0.0,0.0,2.0152540257720104,2.0104775627373255,0.081601235604195,0.10880164747207807,0.004776463036551377
32, 01/02  09:00:00,1053.72505429,28.716900177600003,0.0,0.0,448.566543614,448.566543614,1968.61286264,1951.0072737,17.6055889466,,3022.3379169299997,0.0003912090480971075,0.4122267754448638,0.011234311182778555,0.0,0.0,0.7701391640651163,0.76325169837471,0.1754832905354426,0.1754832905354426,0.006887465692988344
33, 01/02  10:00:00,1016.05555104,28.716900177600003,0.0,0.0,448.566543614,448.566543614,1383.04983164,1365.41735605,17.6324755845,,2399.10538268,0.00031053831796420777,0.31552418177815783,0.008917697878297964,0.0,0.0,0.4294899683781664,0.4240144090669028,0.13929709994891,0.13929709994891,0.005475559309555591
34, 01/02  11:00:00,965.297745723,28.76045047,0.0,0.0,448.566543614,448.566543614,998.9124226289999,981.275127963,17.6372946653,,1964.210168352,0.00025424582271865216,0.24542291952980444,0.007312224391504196,0.0,0.0,0.2539693107151921,0.24948510222230363,0.1140461699252036,0.1140461699252036,0.004484208492710494
35, 01/02  12:00:00,964.985741409,29.435407968299998,0.0,0.0,448.566543614,448.566543614,838.02230143,815.9055911439999,22.116710286,,1803.008042839,0.00023337994610045146,0.2252083203177366,0.006869633925086653,0.0,0.0,0.19557759953870968,0.19041600288424368,0.10468643577110114,0.10468643577110114,0.005161596654465981
36, 01/02  13:00:00,915.660357208,30.330604086999998,0.0,0.0,448.566543614,398.725816546,807.832550708,781.184092504,26.6484582039,,1723.4929079160001,0.0002230875694379049,0.20427244352017654,0.006766380745352215,0.0,0.0,0.18021740025027078,0.17427246048027284,0.10006961994600923,0.08895077328539111,0.005944939769975648
37, 01/02  14:00:00,965.380097447,30.5480684161,0.0,0.0,448.566543614,448.566543614,689.589813525,665.1867120969999,24.403101427600003,,1654.969910972,0.0002142180064889502,0.20680179997920484,0.0065439463181850045,0.0,0.0,0.1477225551484124,0.1424949714083586,0.09609103075062982,0.09609103075062982,0.005227583739968128
38, 01/02  15:00:00,964.4672324439999,29.783792322199997,0.0,0.0,448.566543614,448.566543614,624.879439723,609.4788274919999,15.4006122307,,1589.346672167,0.0002057237859578355,0.19841385049065544,0.006127234516704896,0.0,0.0,0.12855256410702665,0.12538429185279676,0.09228080760629262,0.09228080760629262,0.0031682722541681507
39, 01/02  16:00:00,963.434099993,28.716900177600003,0.0,0.0,448.566543614,448.566543614,656.7632531930001,641.370491926,15.392761267000001,,1620.197353186,0.00020971707389793782,0.2020485803440252,0.006022424276665443,0.0,0.0,0.13773446770332645,0.13450634285120167,0.09407206297523979,0.09407206297523979,0.003228124852124754
40, 01/02  17:00:00,1038.02535551,28.716900177600003,0.0,0.0,448.566543614,448.566543614,705.6379397769999,685.7572647659999,19.8806750108,,1743.663295287,0.00022569840854989078,0.23428067077304163,0.0064813586685703965,0.0,0.0,0.15926136002009256,0.15477432330921229,0.10124075502240498,0.10124075502240498,0.004487036710835143
41, 01/02  18:00:00,950.9287646360001,28.716900177600003,0.0,0.0,348.88508947699995,398.725816546,795.67273296,782.5153220010001,13.157410958599998,,1746.6014975960002,0.0002260787271509254,0.21498476472010883,0.0064922802398719925,0.0,0.0,0.17988467869629496,0.17691006797408262,0.07887549695089686,0.09014342508693307,0.002974610722121925
42, 01/02  19:00:00,751.6196098060001,28.716900177600003,0.0,0.0,249.203635341,299.04436240900003,863.29360007,854.534988475,8.75861159462,,1614.913209876,0.00020903309853478134,0.15711337595725153,0.006002782624437741,0.0,0.0,0.18045693616787845,0.17862609644731292,0.05209180806146097,0.06251016967371137,0.0018308397204860806
43, 01/02  20:00:00,727.1314743510001,28.716900177600003,0.0,0.0,249.203635341,299.04436240900003,881.659742141,872.922681433,8.73706070771,,1608.791216492,0.0002082406725155743,0.15141834722609332,0.005980026605546039,0.0,0.0,0.18359741763334966,0.18177800623570634,0.051894332616735775,0.06227319914004129,0.0018194113975829298
44, 01/02  21:00:00,577.704733323,28.716900177600003,0.0,0.0,149.522181205,249.203635341,998.8197684830001,992.25608376,6.5636847229,,1576.524501806,0.00020406409428889037,0.11788879317196294,0.00586008822552642,0.0,0.0,0.20382325141332258,0.20248383903512573,0.030512108483697672,0.050853514139360075,0.0013394123781764148
45, 01/02  22:00:00,553.201606148,28.716900177600003,0.0,0.0,149.522181205,249.203635341,994.221648788,989.855710993,4.365937794690001,,1547.423254936,0.0002002972517321137,0.11080476136523557,0.005751916183838728,0.0,0.0,0.19913986386480717,0.1982653785232353,0.029948881968352607,0.04991480328045414,0.0008744853415097723
46, 01/02  23:00:00,349.356879372,0.0,0.0,0.0,49.840727068199996,199.362908273,2.19030341714,0.0,2.19030341714,,351.54718278914,4.5503991453032684e-05,0.01589713245300166,0.0,0.0,0.0,9.966754797308683e-05,0.0,0.0022679520185243073,0.009071808074106331,9.966754797308683e-05
47, 01/02  24:00:00,299.99212041,0.0,0.0,0.0,24.920363534099998,199.362908273,2.19025967527,0.0,2.19025967527,,302.18238008527,3.911425013155298e-05,0.0117339668352117,0.0,0.0,0.0,8.567036479156479e-05,0.0,0.000974741332642019,0.007797930661143974,8.567036479156479e-05
48, 01/03  01:00:00,287.769924307,0.0,0.0,0.0,24.920363534099998,199.362908273,4.36040011209,0.0,4.36040011209,,292.13032441909,3.7813119934774763e-05,0.010881478661441646,0.0,0.0,0.0,0.00016488033240206449,0.0,0.0009423166951331107,0.007538533561072448,0.00016488033240206449
49, 01/03  02:00:00,287.769924241,0.0,0.0,0.0,24.920363534099998,199.362908273,2.1901400829299997,0.0,2.1901400829299997,,289.96006432393,3.7532203171233946e-05,0.010800639263183812,0.0,0.0,0.0,8.220078256599191e-05,0.0,0.0009353161472628507,0.007482529178110312,8.220078256599191e-05
50, 01/03  03:00:00,287.769924105,0.0,0.0,0.0,24.920363534099998,199.362908273,2.19010023675,0.0,2.19010023675,,289.96002434175,3.753219799597194e-05,0.010800637768794677,0.0,0.0,0.0,8.219927571672602e-05,0.0,0.0009353160182934402,0.0074825281463550275,8.219927571672602e-05
