,Date/Time,Electricity:Facility [kW](Hourly),Fans:Electricity [kW](Hourly),Cooling:Electricity [kW](Hourly),Heating:Electricity [kW](Hourly),InteriorLights:Electricity [kW](Hourly),InteriorEquipment:Electricity [kW](Hourly),Gas:Facility [kW](Hourly),Heating:Gas [kW](Hourly),Water Heater:WaterSystems:Gas [kW](Hourly),Electricity:Facility [kW](Monthly),TE,TE_scaled,Electricity_scaled,EFans_scaled,ECooling_scaled,EHeating_scaled,Gas_scaled,GHeating_scaled,ELights_scaled,EEquipment_scaled,GWaterheat_scaled
0, 01/01  01:00:00,63.924935677200004,1.8062414287900002,1.38860417101,27.154737901300003,2.6804160117299998,16.0824960704,1.33044419309,1.31044419309,0.02,,65.25537987029,8.167815497940665e-05,0.005221270803290943,0.00014753046735093453,0.00011341862668480529,0.0022179488907275494,0.00010866822699465664,0.00010703466389506851,0.000218931434415366,0.0013135886064938298,1.633563099588133e-06
1, 01/01  02:00:00,58.1519627942,1.5365162472299998,1.2326784371200001,21.8074159337,2.6804160117299998,16.0824960704,0.681761017571,0.661761017571,0.02,,58.833723811771,7.364036530114959e-05,0.004282331783143748,0.00011314961773716867,9.077489040836697e-05,0.0016059060756317782,5.020513038201191e-05,4.8732323075988915e-05,0.00019738681426284766,0.0011843208855785588,1.4728073060229918e-06
2, 01/01  03:00:00,65.707922552,1.92064530903,1.5240822575100001,28.6878428092,2.6804160117299998,16.0824960704,2.19729244035,1.09431936017,1.10297308019,,67.90521499235,8.499487222478478e-05,0.005584836481463295,0.00016324500263013712,0.000129539176737124,0.0024383195339726647,0.0001867585902080338,9.301153419075739e-05,0.00022782161642625855,0.0013669296985592515,9.374705601812634e-05
3, 01/01  04:00:00,58.942561629,1.5365162472299998,1.22109606955,22.6095971361,2.6804160117299998,16.0824960704,0.769789890029,0.7497898900290001,0.02,,59.712351519029,7.474011661951243e-05,0.004405373930004258,0.00011483940350574579,9.126486264179526e-05,0.0016898439266723082,5.7534186153289115e-05,5.603938382089887e-05,0.00020033460530550858,0.0012020076318345464,1.4948023323902487e-06
4, 01/01  05:00:00,66.93034031,1.92064530903,1.4950688342200003,29.939273990500002,2.6804160117299998,16.0824960704,2.3489945120599995,1.24596302752,1.10303148455,,69.27933482206001,8.671481581617026e-05,0.0058038521324952465,0.00016654840422072786,0.0001296446185918837,0.0025961786297560643,0.0002036926264664776,0.00010804345444515468,0.0002324317807678806,0.0013945906846090182,9.56491720221901e-05
5, 01/01  06:00:00,59.8556414625,1.5365162472299998,1.19576843337,23.5480046057,2.6804160117299998,16.0824960704,0.826252415372,0.806252415372,0.02,,60.681893877872,7.595366301525923e-05,0.004546255221204903,0.00011670403725957814,9.082299263246944e-05,0.00178855720650311,6.275689752270888e-05,6.123782426240369e-05,0.00020358741449564552,0.0012215244869753924,1.5190732603051847e-06
6, 01/01  07:00:00,67.884258266,1.92064530903,1.46356230283,30.924698477899998,2.6804160117299998,16.0824960704,2.42125198921,1.31822316558,1.1030288236399999,,70.30551025521001,8.799924809181541e-05,0.0059737636846786055,0.00016901534304571245,0.00012879238218456584,0.0027213502135213083,0.00021306835449129235,0.0001160026473882527,0.00023587459360550265,0.0014152475616347761,9.706570710391965e-05
7, 01/01  08:00:00,49.8723391184,1.5365162472299998,1.17605380378,23.4537502245,2.6804160117299998,16.0824960704,0.801159640455,0.781159640455,0.02,,50.673498758855,6.342646220436654e-05,0.003163226032136548,9.745578968132869e-05,7.459293213575367e-05,0.0014875884021649023,5.081472165498294e-05,4.954619241089561e-05,0.00017000930485997173,0.001020055829161099,1.2685292440873308e-06
8, 01/01  09:00:00,49.0941084132,1.92064530903,1.4547719347299999,26.947338993200002,2.6804160117299998,16.0824960704,1.25684972168,1.23684972168,0.02,,50.350958134879995,6.302274801061652e-05,0.003094045623330992,0.00012104434532877038,9.168372505540585e-05,0.0016982953549251046,7.921012329665215e-05,7.794966833643983e-05,0.0001689271828708815,0.0010135630972265496,1.2604549602123305e-06
9, 01/01  10:00:00,36.6073005453,1.5365162472299998,1.21473026893,15.0847018529,2.6804160117299998,16.0824960704,1.61003345211,0.507001186688,1.10303226543,,38.21733399741,4.783546330348454e-05,0.0017511271818743276,7.349996655957844e-05,5.8107185203032914e-05,0.0007215837019284031,7.701669611579043e-05,2.4252636660636938e-05,0.00012821894176718278,0.0007693136506040536,5.276405945553618e-05
10, 01/01  11:00:00,40.4742189856,1.92064530903,1.6776990077200002,18.1045224927,2.6804160117299998,16.0824960704,0.49346617245200003,0.473466172452,0.02,,40.967685158052,5.127799338749047e-05,0.002075436733507438,9.848683745615492e-05,8.602903862406549e-05,0.0009283635846643431,2.530395512794389e-05,2.427839526019408e-05,0.0001374463545252145,0.0008246781271523127,1.0255598677498094e-06
11, 01/01  12:00:00,34.958134361999996,1.5365162472299998,1.56318386235,13.087082076199998,2.6804160117299998,16.0824960704,1.16916779888,0.0660445558053,1.1031232430700002,,36.12730216087999,4.521943463894658e-05,0.0015807870718819712,6.948039601329646e-05,7.06862904921919e-05,0.0005917904525592551,5.28691068634152e-05,2.9864974744960234e-06,0.00012120689664761059,0.0007272413798865681,4.988260938870665e-05
12, 01/01  13:00:00,37.8847702858,1.92064530903,2.20312480246,14.989647998099999,2.6804160117299998,16.0824960704,0.02,0.0,0.02,,37.904770285800005,4.744423690454907e-05,0.0017974140165139163,9.112355105123017e-05,0.00010452557505820011,0.000711172410737656,9.488847380909813e-07,0.0,0.0001271702922632647,0.0007630217535805371,9.488847380909813e-07
13, 01/01  14:00:00,32.3649601337,1.5365162472299998,2.05578588363,10.0013058266,2.6804160117299998,16.0824960704,1.10327770291,0.0,1.10327770291,,33.46823783661,4.189116548459263e-05,0.00135580590086307,6.436645638247717e-05,8.611926665203382e-05,0.00041896635744412107,4.621758882806404e-05,0.0,0.00011228575071493321,0.0006737145042904372,4.621758882806404e-05
14, 01/01  15:00:00,31.986464451999996,1.8736727241799997,2.62471889063,8.716720661,2.6804160117299998,16.0824960704,1.10310095614,0.0,1.10310095614,,33.08956540814,4.141719283497385e-05,0.00132478956631752,7.760226452699382e-05,0.00010870848843082136,0.00036102210050523777,4.568734501689441e-05,0.0,0.00011101530683577294,0.0006660918410154661,4.568734501689441e-05
15, 01/01  16:00:00,28.6397307806,1.48954366238,2.2134964250099998,6.16533851703,2.6804160117299998,16.0824960704,0.02,0.0,0.02,,28.6597307806,3.587250487268545e-05,0.001027378881979473,5.3433662286804284e-05,7.940366129184305e-05,0.00022116613599391398,7.17450097453709e-07,0.0,9.615323644160852e-05,0.0005769194186503687,7.17450097453709e-07
16, 01/01  17:00:00,41.4208223906,1.92064530903,2.67786960872,10.648955296699999,2.6804160117299998,16.0824960704,0.02,0.0,0.02,,41.440822390600005,5.187020473134287e-05,0.002148506537541013,9.96242653956794e-05,0.00013890164484814743,0.000552363491414747,1.0374040946268574e-06,0.0,0.00013903372729360462,0.0008342023637626653,1.0374040946268574e-06
17, 01/01  18:00:00,49.522558713,1.5365162472299998,1.89497779023,12.515712499400001,2.6804160117299998,16.0824960704,1.10302701565,0.0,1.10302701565,,50.62558572865,6.336649093587655e-05,0.0031380707678087287,9.736364285292684e-05,0.00012007809296829667,0.000793076782649267,6.989495138921268e-05,0.0,0.0001698485569116674,0.0010190913414712718,6.989495138921268e-05
18, 01/01  19:00:00,57.1389013279,1.92064530903,2.0284973972099998,19.6144064455,2.6804160117299998,16.0824960704,0.02,0.0,0.02,,57.158901327900004,7.154404143218241e-05,0.00408794792399266,0.0001374107275657691,0.0001451269018310664,0.0014032939074045175,1.4308808286436483e-06,0.0,0.00019176779419869622,0.0011506067651936085,1.4308808286436483e-06
19, 01/01  20:00:00,53.8186251455,1.5365162472299998,1.5111756140900001,17.195581108,2.6804160117299998,16.0824960704,1.12205260071,0.0190815353585,1.10297106536,,54.94067774621,6.87675590970188e-05,0.0037009754852134736,0.00010566247183491857,0.00010391985834790777,0.00118249814005197,7.716081852928857e-05,1.3121906104275028e-06,0.0001843256664912382,0.0011059539989488048,7.584862791944559e-05
20, 01/01  21:00:00,61.6475081323,1.92064530903,1.69996356401,24.4515470831,2.6804160117299998,16.0824960704,0.216469215894,0.19646921589400002,0.02,,61.863977348194,7.743324059306923e-05,0.004773566329171578,0.0001487217903080698,0.00013163368765143778,0.0018933625281584425,1.676191287531315e-05,1.5213248063451765e-05,0.00020755329792580417,0.0012453197875563738,1.5486648118613847e-06
21, 01/01  22:00:00,56.9200277788,1.5365162472299998,1.3000904308399999,20.5080689245,2.6804160117299998,16.0824960704,1.3377977805799999,0.234689131148,1.10310864943,,58.257825559379995,7.291953114456877e-05,0.004150581738365926,0.00011204204434402389,9.48019846623932e-05,0.0014954387706550408,9.755158692613828e-05,1.711342140803837e-05,0.00019545467884774653,0.0011727280730879377,8.043816551795407e-05
22, 01/01  23:00:00,65.8542515742,1.92064530903,1.5567369980399999,28.801517090999997,2.6804160117299998,16.0824960704,1.034017709,1.014017709,0.02,,66.8882692832,8.372199251122398e-05,0.005513449157127434,0.00016080025217932712,0.00013033312329185017,0.0024113203982045915,8.657002288937099e-05,8.48955830391465e-05,0.0002244097692610239,0.001346458615567818,1.6744398502244798e-06
23, 01/01  24:00:00,64.9553977347,2.16650962817,2.7067055632300003,26.5068303671,2.6804160117299998,16.0824960704,1.0734588319299998,1.0534588319299998,0.02,,66.02885656663,8.264629200660955e-05,0.00536832276858748,0.00017905398736486888,0.00022369917835462117,0.002190691242689012,8.871739208076076e-05,8.706446624062858e-05,0.00022152644440462933,0.001329158666429429,1.652925840132191e-06
24, 01/02  01:00:00,81.4004162965,2.79563611589,3.5151408591199993,36.1534551218,2.6804160117299998,21.4433280938,3.36528963905,2.2622364345099997,1.1030532045499999,,84.76570593555,0.00010609863094973498,0.008636472727797146,0.0002966131645295636,0.00037295163274810717,0.003835832092525664,0.0003570526234525328,0.00024002018858612075,0.0002843884692203017,0.00227510775375817,0.00011703243486747296
25, 01/02  02:00:00,74.4790480476,2.2365088927200003,2.76338673099,30.542968224299997,2.6804160117299998,21.4433280938,2.12386889662,2.10386889662,0.02,,76.60291694422,9.588151864997812e-05,0.007141164234408576,0.0002144398691081746,0.00026495771638451976,0.0029285061774239093,0.00020363977522137899,0.0002017221448483794,0.0002570023578183899,0.002056018862543285,1.9176303729995625e-06
26, 01/02  03:00:00,86.9396041184,2.79563611589,3.38576949717,41.8220143057,2.6804160117299998,21.4433280938,4.58945400218,3.48637484011,1.10307916206,,91.52905812058,0.0001145641111759975,0.009960158471817587,0.00032027956678845577,0.00038788767309008503,0.004791301896522372,0.0005257867185428762,0.0003994134347835625,0.0003070794779657595,0.0024566358237214938,0.000126373283758168
