Date/Time,Electricity:Facility [kW](Hourly),Gas:Facility [kW](Hourly),Heating:Electricity [kW](Hourly),Heating:Gas [kW](Hourly),Cooling:Electricity [kW](Hourly),HVACFan:Fans:Electricity [kW](Hourly),Electricity:HVAC [kW](Hourly),Fans:Electricity [kW](Hourly),General:InteriorLights:Electricity [kW](Hourly),General:ExteriorLights:Electricity [kW](Hourly),Appl:InteriorEquipment:Electricity [kW](Hourly),Misc:InteriorEquipment:Electricity [kW](Hourly),Water Heater:WaterSystems:Electricity [kW](Hourly) 
 01/13  16:00:00,1.76892098831,5.35116978014,0.0,5.31703318561,0.0,0.146991442638,0.146991442638,0.146991442638,0.258011189652,0.0583208761344,0.368490937387,0.494820243304,0.419516299198
 01/13  17:00:00,2.19208065613,5.41689547559,0.0,5.37651786715,0.0,0.148624332672,0.148624332672,0.148624332672,0.433458860111,0.0979790858062,0.428670866964,0.585285624,0.47529188658
 01/13  18:00:00,3.02193521278,6.1944056091,0.0,6.14535326788,0.0,0.169861477925,0.169861477925,0.169861477925,0.80499507833,0.181961142806,0.536821987543,0.711028494362,0.594497031817
 01/13  19:00:00,3.64297923313,5.96137302389,0.0,5.90811698645,0.0,0.163309019947,0.163309019947,0.163309019947,1.19717217884,0.270608895381,0.482732692333,0.771962340148,0.704424106474
 01/13  20:00:00,3.63302340015,5.46239939239,0.0,5.4074286894,0.0,0.149462766343,0.149462766343,0.149462766343,1.2694153222,0.286938743016,0.385424228339,0.79681693514,0.722195405118
 01/13  21:00:00,3.32806137566,5.27089635203,0.0,5.21403582946,0.0,0.144114007354,0.144114007354,0.144114007354,1.09396765174,0.247280533344,0.338845876819,0.824210440373,0.65687286603
 01/13  22:00:00,3.00674325913,5.75212909487,0.0,5.69659605531,0.0,0.157424159297,0.157424159297,0.157424159297,0.918519983775,0.207622352631,0.318073398495,0.804968173282,0.577365191652
 01/13  23:00:00,2.42689846608,5.59315637263,0.0,5.54509964368,0.0,0.153168676001,0.153168676001,0.153168676001,0.691470175382,0.156299961941,0.256145886137,0.696596794044,0.450446972575
 01/13  24:00:00,1.85531699518,5.77907554963,0.0,5.73731514638,0.0,0.158438645172,0.158438645172,0.158438645172,0.474740745326,0.107310419037,0.173494335907,0.605329652219,0.313233197519
 01/14  01:00:00,1.30887150119,6.48795747699,0.0,6.45341526265,0.0,0.178159644736,0.178159644736,0.178159644736,0.247690813811,0.0559880573062,0.122837147866,0.500699824915,0.180726012553
 01/14  02:00:00,1.05246478543,6.55671522531,0.0,6.52491094469,0.0,0.18010797366,0.18010797366,0.18010797366,0.144486286704,0.0326596952687,0.102975685881,0.461012649041,0.108452494877
 01/14  03:00:00,0.941657451889,5.88447386611,0.0,5.85303833077,0.0,0.161520160633,0.161520160633,0.161520160633,0.103204501234,0.0233283533497,0.0864965903205,0.455667574849,0.0886702715026
 01/14  04:00:00,0.940053675317,6.22355263941,0.0,6.19255959841,0.0,0.170831937479,0.170831937479,0.170831937479,0.103204501234,0.0233283533497,0.0763456071944,0.449253485819,0.0943197902403
 01/14  05:00:00,1.05734891776,8.48140376803,0.0,8.4515814933,0.0,0.233094526243,0.233094526243,0.233094526243,0.103204501234,0.0233283533497,0.0899621050554,0.43228287526,0.15270655662
 01/14  06:00:00,1.36586549404,8.10942077652,0.0,8.07614151477,0.0,0.222744214517,0.222744214517,0.222744214517,0.103204501234,0.0233283533497,0.106595392246,0.482392945808,0.404830086885
 01/14  07:00:00,2.19839217313,9.89991219168,0.0,9.86146127734,0.0,0.27200420443,0.27200420443,0.27200420443,0.237370309854,0.0536552095187,0.177474275597,0.557357611348,0.877760562387
 01/14  08:00:00,2.75138934975,7.67203131392,0.0,7.63117433661,0.0,0.210507366066,0.210507366066,0.210507366066,0.485061123664,0.109643266825,0.281086459277,0.592234220449,1.01258691347
 01/14  09:00:00,2.65559497039,7.69116569862,0.0,7.65662348427,0.0,0.2112071595,0.2112071595,0.2112071595,0.464420241369,0.104977600209,0.36605048386,0.500699824915,0.98546966054
 01/14  10:00:00,2.29757207662,8.07228061138,0.0,8.04288239372,0.0,0.221868588145,0.221868588145,0.221868588145,0.237370309854,0.0536552095187,0.45251754537,0.42613603994,0.883254383796
 01/14  11:00:00,2.13882083553,7.44388071087,0.0,7.41379109581,0.0,0.204521570317,0.204521570317,0.204521570317,0.196088550257,0.0443238762875,0.476182943291,0.436158054049,0.758775841324
 01/14  12:00:00,2.03491793431,7.01286470608,0.0,6.98276587239,0.0,0.192649150126,0.192649150126,0.192649150126,0.196088550257,0.0443238762875,0.496972028135,0.436291680904,0.645822648597
 01/14  13:00:00,1.89432839147,5.88132834828,0.0,5.85173653935,0.0,0.161455249361,0.161455249361,0.161455249361,0.196088550257,0.0443238762875,0.481415945109,0.42894220389,0.559332566567
 01/14  14:00:00,1.76315699057,4.14493719442,0.0,4.11432211734,0.0,0.113518532306,0.113518532306,0.113518532306,0.196088550257,0.0443238762875,0.43681890348,0.443774784773,0.505862343465
 01/14  15:00:00,1.7043637557,3.74593409449,0.0,3.7135951332,0.0,0.102459753178,0.102459753178,0.102459753178,0.206409051718,0.0466566951156,0.402002089622,0.468763006619,0.455303159452
 01/14  16:00:00,1.83240281511,4.59381197401,0.0,4.55967537947,0.0,0.125810005432,0.125810005432,0.125810005432,0.258011189652,0.0583208761344,0.411726405573,0.494820243304,0.460944095016
 01/14  17:00:00,2.29165873825,5.68270262572,0.0,5.64232501728,0.0,0.155720535207,0.155720535207,0.155720535207,0.433458860111,0.0979790858062,0.470575105936,0.585285624,0.525869527187
 01/14  18:00:00,3.12953329224,6.40499022463,0.0,6.35593788342,0.0,0.175467038253,0.175467038253,0.175467038253,0.80499507833,0.181961142806,0.578065905983,0.711028494362,0.655245632511
 01/14  19:00:00,3.77078176682,6.29792244611,0.0,6.24466640868,0.0,0.172428894619,0.172428894619,0.172428894619,1.19717217884,0.270608895381,0.522761393651,0.771962340148,0.783078064172
 01/14  20:00:00,3.81620338623,7.47303044695,0.0,7.41805974395,0.0,0.204859640428,0.204859640428,0.204859640428,1.2694153222,0.286938743016,0.425376441419,0.79681693514,0.810026304036
 01/14  21:00:00,3.52471262444,7.89646942819,0.0,7.83960890562,0.0,0.216528611243,0.216528611243,0.216528611243,1.09396765174,0.247280533344,0.37951047539,0.824210440373,0.740444912353
 01/14  22:00:00,3.20585238329,8.92144382312,0.0,8.86591078357,0.0,0.24490231802,0.24490231802,0.24490231802,0.918519983775,0.207622352631,0.359614732068,0.804968173282,0.647454823513
 01/14  23:00:00,2.63329599782,9.87913405832,0.0,9.83107732937,0.0,0.271598687029,0.271598687029,0.271598687029,0.691470175382,0.156299961941,0.289154633287,0.696596794044,0.505405746137
 01/14  24:00:00,2.03013284583,10.2127159639,0.0,10.1709555606,0.0,0.281009922357,0.281009922357,0.281009922357,0.474740745326,0.107310419037,0.191618322082,0.605329652219,0.347353784811
 01/15  01:00:00,1.46162266669,12.018501342,0.0,11.9839591276,0.0,0.331101039056,0.331101039056,0.331101039056,0.247690813811,0.0559880573062,0.122837147866,0.500699824915,0.180535783734
 01/15  02:00:00,1.20312889781,12.0145353018,0.0,11.9827310212,0.0,0.331096271953,0.331096271953,0.331096271953,0.144486286704,0.0326596952687,0.102975685881,0.461012649041,0.108128308958
 01/15  03:00:00,1.10203717123,11.6935965872,0.0,11.6621610518,0.0,0.322269546049,0.322269546049,0.322269546049,0.103204501234,0.0233283533497,0.0864965903205,0.455667574849,0.0883006054254
 01/15  04:00:00,1.09768558026,11.9316897635,0.0,11.9006967225,0.0,0.328875047553,0.328875047553,0.328875047553,0.103204501234,0.0233283533497,0.0763456071944,0.449253485819,0.0939085851118
 01/15  05:00:00,1.19639694302,13.5033856932,0.0,13.4735634185,0.0,0.372356872263,0.372356872263,0.372356872263,0.103204501234,0.0233283533497,0.0899621050554,0.43228287526,0.152492235859
 01/15  06:00:00,1.50333333799,13.0656246189,0.0,13.0323453572,0.0,0.360186005045,0.360186005045,0.360186005045,0.103204501234,0.0233283533497,0.106595392246,0.482392945808,0.404856140308
 01/15  07:00:00,2.28122837109,12.8498419741,0.0,12.8113910598,0.0,0.354143915423,0.354143915423,0.354143915423,0.237370309854,0.0536552095187,0.177474275597,0.557357611348,0.878457049348
 01/15  08:00:00,2.88281121923,12.3771247652,0.0,12.3362677879,0.0,0.341047272592,0.341047272592,0.341047272592,0.485061123664,0.109643266825,0.281086459277,0.592234220449,1.01346887642
 01/15  09:00:00,2.75777472431,11.3409385188,0.0,11.3063963045,0.0,0.312607495954,0.312607495954,0.312607495954,0.464420241369,0.104977600209,0.36605048386,0.500699824915,0.986249077999
 01/15  10:00:00,2.39380153744,11.5064841277,0.0,11.4770859101,0.0,0.317366140283,0.317366140283,0.317366140283,0.237370309854,0.0536552095187,0.45251754537,0.42613603994,0.883986292475
 01/15  11:00:00,2.25051005468,11.4442603534,0.0,11.4141707384,0.0,0.315617771516,0.315617771516,0.315617771516,0.196088550257,0.0443238762875,0.476182943291,0.436158054049,0.759368859283
 01/15  12:00:00,2.1583145304,11.4435046574,0.0,11.4134058237,0.0,0.3156024054,0.3156024054,0.3156024054,0.196088550257,0.0443238762875,0.496972028135,0.436291680904,0.646265989418
 01/15  13:00:00,1.99560563545,9.51680574969,0.0,9.48721394077,0.0,0.262340457023,0.262340457023,0.262340457023,0.196088550257,0.0443238762875,0.481415945109,0.42894220389,0.559724602881
 01/15  14:00:00,1.9029710915,9.18198263615,0.0,9.15136755907,0.0,0.253045169668,0.253045169668,0.253045169668,0.196088550257,0.0443238762875,0.43681890348,0.443774784773,0.506149807034
 01/15  15:00:00,1.83436632842,8.43245970202,0.0,8.40012074074,0.0,0.232272041123,0.232272041123,0.232272041123,0.206409051718,0.0466566951156,0.402002089622,0.468763006619,0.455493444228
 01/15  16:00:00,1.9294860757,8.08564245891,0.0,8.05150586438,0.0,0.222633117275,0.222633117275,0.222633117275,0.258011189652,0.0583208761344,0.411726405573,0.494820243304,0.461204243759
 01/15  17:00:00,2.38598460057,9.06733645541,0.0,9.02695884697,0.0,0.249647881487,0.249647881487,0.249647881487,0.433458860111,0.0979790858062,0.470575105936,0.585285624,0.526268043226
 01/15  18:00:00,3.23049494169,10.0213295569,0.0,9.97227721572,0.0,0.275845328874,0.275845328874,0.275845328874,0.80499507833,0.181961142806,0.578065905983,0.711028494362,0.655828991336
 01/15  19:00:00,3.86251277284,9.57612066546,0.0,9.52286462803,0.0,0.263457048647,0.263457048647,0.263457048647,1.19717217884,0.270608895381,0.522761393651,0.771962340148,0.783780916168
 01/15  20:00:00,3.88628461772,9.96510022108,0.0,9.91012951808,0.0,0.274215987854,0.274215987854,0.274215987854,1.2694153222,0.286938743016,0.425376441419,0.79681693514,0.810751188097
 01/15  21:00:00,3.6009722999,10.6128867331,0.0,10.5560262106,0.0,0.29213243877,0.29213243877,0.29213243877,1.09396765174,0.247280533344,0.37951047539,0.824210440373,0.741100760291
 01/15  22:00:00,3.27162373391,11.2595176104,0.0,11.2039845708,0.0,0.310100166855,0.310100166855,0.310100166855,0.918519983775,0.207622352631,0.359614732068,0.804968173282,0.6480283253
 01/15  23:00:00,2.67629777596,11.3987287863,0.0,11.3506720574,0.0,0.314176706082,0.314176706082,0.314176706082,0.691470175382,0.156299961941,0.289154633287,0.696596794044,0.505829505224
 01/15  24:00:00,2.07604195825,11.8438995413,0.0,11.802139138,0.0,0.326665239032,0.326665239032,0.326665239032,0.474740745326,0.107310419037,0.191618322082,0.605329652219,0.347607580557
 01/16  01:00:00,1.44982994927,12.3096321817,0.0,12.2750899674,0.0,0.339759420849,0.339759420849,0.339759420849,0.247690813811,0.0559880573062,0.115167850971,0.500699824915,0.167753981415
 01/16  02:00:00,1.21064964342,12.6766454912,0.0,12.6448412106,0.0,0.349982824316,0.349982824316,0.349982824316,0.144486286704,0.0326596952687,0.0983708244822,0.461012649041,0.101367363612
 01/16  03:00:00,1.12760345186,12.8895717797,0.0,12.8581362444,0.0,0.355882025148,0.355882025148,0.355882025148,0.103204501234,0.0233283533497,0.0834501454999,0.455667574849,0.0833008517823
 01/16  04:00:00,1.11526359799,12.7997060654,0.0,12.7687130244,0.0,0.353410298167,0.353410298167,0.353410298167,0.103204501234,0.0233283533497,0.0747526356716,0.449253485819,0.0885443237455
 01/16  05:00:00,1.16524710678,12.8627042037,0.0,12.832881929,0.0,0.355193785367,0.355193785367,0.355193785367,0.103204501234,0.0233283533497,0.0868457568597,0.43228287526,0.14162183471
 01/16  06:00:00,1.46583762034,12.9869870336,0.0,12.9537077718,0.0,0.358540570935,0.358540570935,0.358540570935,0.103204501234,0.0233283533497,0.101815917579,0.482392945808,0.373785331435
 01/16  07:00:00,2.18642591111,12.4312635846,0.0,12.3928126702,0.0,0.343018125275,0.343018125275,0.343018125275,0.237370309854,0.0536552095187,0.165077844744,0.557357611348,0.807176810369
 01/16  08:00:00,2.74746445626,11.5000402835,0.0,11.4591833062,0.0,0.31717762556,0.31717762556,0.31717762556,0.485061123664,0.109643266825,0.25639820385,0.592234220449,0.926680015916
 01/16  09:00:00,2.61004110037,10.6370483675,0.0,10.6025061532,0.0,0.293441127951,0.293441127951,0.293441127951,0.464420241369,0.104977600209,0.32820696637,0.500699824915,0.895525339551
 01/16  10:00:00,2.15378422034,7.74116454683,0.0,7.71176632917,0.0,0.213381710731,0.213381710731,0.213381710731,0.237370309854,0.0536552095187,0.39998131075,0.42613603994,0.800489639551
 01/16  11:00:00,2.01601662413,7.70192196535,0.0,7.6718323503,0.0,0.212216214811,0.212216214811,0.212216214811,0.196088550257,0.0443238762875,0.416780676038,0.436158054049,0.687679252683
 01/16  12:00:00,1.91776079545,7.10696941712,0.0,7.07687058343,0.0,0.195714076526,0.195714076526,0.195714076526,0.196088550257,0.0443238762875,0.435735142253,0.436291680904,0.586837469227
 01/16  13:00:00,1.82943964825,7.38941505016,0.0,7.35982324124,0.0,0.203520423943,0.203520423943,0.203520423943,0.196088550257,0.0443238762875,0.425637021538,0.42894220389,0.508157572333
 01/16  14:00:00,1.76384606381,7.60825978162,0.0,7.57764470454,0.0,0.209521352401,0.209521352401,0.209521352401,0.196088550257,0.0443238762875,0.385966199058,0.443774784773,0.461401301032
 01/16  15:00:00,1.72330415843,7.53212499439,0.0,7.49978603311,0.0,0.207345973639,0.207345973639,0.207345973639,0.206409051718,0.0466566951156,0.356355588907,0.468763006619,0.415003842434
 01/16  16:00:00,1.82477243059,7.32009331647,0.0,7.28595672194,0.0,0.201418743029,0.201418743029,0.201418743029,0.258011189652,0.0583208761344,0.368490937387,0.494820243304,0.420940441082
 01/16  17:00:00,2.24851251695,7.40037893823,0.0,7.36000132979,0.0,0.203436887366,0.203436887366,0.203436887366,0.433458860111,0.0979790858062,0.428670866964,0.585285624,0.476911192699
 01/16  18:00:00,3.06736507806,7.76597381592,0.0,7.71692147471,0.0,0.213279466945,0.213279466945,0.213279466945,0.80499507833,0.181961142806,0.536821987543,0.711028494362,0.596508908072
 01/16  19:00:00,3.67215420331,6.93258664798,0.0,6.87933061055,0.0,0.190125208372,0.190125208372,0.190125208372,1.19717217884,0.270608895381,0.482732692333,0.771962340148,0.706782888235
 01/16  20:00:00,3.68320955103,7.19124541346,0.0,7.13627471047,0.0,0.197223492223,0.197223492223,0.197223492223,1.2694153222,0.286938743016,0.385424228339,0.79681693514,0.724620830122
 01/16  21:00:00,3.38947540433,7.41374303335,0.0,7.35688251078,0.0,0.203323638433,0.203323638433,0.203323638433,1.09396765174,0.247280533344,0.338845876819,0.824210440373,0.65907726362
 01/16  22:00:00,3.06159124593,7.66695540681,0.0,7.61142236726,0.0,0.210356972728,0.210356972728,0.210356972728,0.918519983775,0.207622352631,0.318073398495,0.804968173282,0.579280365017
 01/16  23:00:00,2.4910361476,7.85885644816,0.0,7.81079971921,0.0,0.215861590217,0.215861590217,0.215861590217,0.691470175382,0.156299961941,0.256145886137,0.696596794044,0.451891739879
 01/16  24:00:00,1.93093738843,8.47760345087,0.0,8.43584304762,0.0,0.233115278588,0.233115278588,0.233115278588,0.474740745326,0.107310419037,0.173494335907,0.605329652219,0.314176957354
 01/17  01:00:00,1.35341517716,8.82329262502,0.0,8.78875041067,0.0,0.242842393295,0.242842393295,0.242842393295,0.247690813811,0.0559880573062,0.115167850971,0.500699824915,0.168256236858
 01/17  02:00:00,1.11635624446,9.27033246295,0.0,9.23852818233,0.0,0.255259136589,0.255259136589,0.255259136589,0.144486286704,0.0326596952687,0.0983708244822,0.461012649041,0.101797652377
 01/17  03:00:00,1.05773480563,10.3702176126,0.0,10.3387820773,0.0,0.285619124721,0.285619124721,0.285619124721,0.103204501234,0.0233283533497,0.0834501454999,0.455667574849,0.0836951059738
 01/17  04:00:00,1.06968878516,11.1617976944,0.0,11.1308046534,0.0,0.307498159857,0.307498159857,0.307498159857,0.103204501234,0.0233283533497,0.0747526356716,0.449253485819,0.0888816492323
 01/17  05:00:00,1.14823731077,12.2590619358,0.0,12.2292396611,0.0,0.337871981218,0.337871981218,0.337871981218,0.103204501234,0.0233283533497,0.0868457568597,0.43228287526,0.141933842849
 01/17  06:00:00,1.46267409942,12.8767171823,0.0,12.8434379206,0.0,0.35489579688,0.35489579688,0.35489579688,0.103204501234,0.0233283533497,0.101815917579,0.482392945808,0.374266584571
 01/17  07:00:00,2.23591819165,14.2111673394,0.0,14.1727164251,0.0,0.39169805618,0.39169805618,0.39169805618,0.237370309854,0.0536552095187,0.165077844744,0.557357611348,0.807989160001
 01/17  08:00:00,2.79237980206,13.1073957904,0.0,13.0665388131,0.0,0.361179629787,0.361179629787,0.361179629787,0.485061123664,0.109643266825,0.25639820385,0.592234220449,0.927593357488
 01/17  09:00:00,2.68077867637,13.1787038763,0.0,13.1441616619,0.0,0.36334987806,0.36334987806,0.36334987806,0.464420241369,0.104977600209,0.32820696637,0.500699824915,0.896354165447
 01/17  10:00:00,2.31037103663,13.3935065102,0.0,13.3641082925,0.0,0.369448842534,0.369448842534,0.369448842534,0.237370309854,0.0536552095187,0.39998131075,0.42613603994,0.801009324038
 01/17  11:00:00,2.13387763815,11.9547510885,0.0,11.9246614734,0.0,0.329690077399,0.329690077399,0.329690077399,0.196088550257,0.0443238762875,0.416780676038,0.436158054049,0.68806640412
 01/17  12:00:00,2.02137104839,10.8449926254,0.0,10.8148937917,0.0,0.299028890295,0.299028890295,0.299028890295,0.196088550257,0.0443238762875,0.435735142253,0.436291680904,0.58713290839
 01/17  13:00:00,1.92038610904,10.6719122481,0.0,10.6423204391,0.0,0.294271404425,0.294271404425,0.294271404425,0.196088550257,0.0443238762875,0.425637021538,0.42894220389,0.508353052644
 01/17  14:00:00,1.82060251558,9.6539568158,0.0,9.62334173872,0.0,0.266121980932,0.266121980932,0.266121980932,0.196088550257,0.0443238762875,0.385966199058,0.443774784773,0.461557124274
 01/17  15:00:00,1.82058736345,11.0450000106,0.0,11.0126610493,0.0,0.304590047984,0.304590047984,0.304590047984,0.206409051718,0.0466566951156,0.356355588907,0.468763006619,0.415042973103
 01/17  16:00:00,1.99015338985,13.2965272554,0.0,13.2623906609,0.0,0.366910409006,0.366910409006,0.366910409006,0.258011189652,0.0583208761344,0.368490937387,0.494820243304,0.420829734366
 01/17  17:00:00,2.4044276945,13.0303857532,0.0,12.9900081447,0.0,0.359435390792,0.359435390792,0.359435390792,0.433458860111,0.0979790858062,0.428670866964,0.585285624,0.476827866828
 01/17  18:00:00,3.28239079935,15.5264654592,0.0,15.477413118,0.0,0.428391719901,0.428391719901,0.428391719901,0.80499507833,0.181961142806,0.536821987543,0.711028494362,0.59642237641
 01/17  19:00:00,3.87132776901,14.1123256008,0.0,14.0590695634,0.0,0.389213187448,0.389213187448,0.389213187448,1.19717217884,0.270608895381,0.482732692333,0.771962340148,0.706868474854
 01/17  20:00:00,3.90060678107,15.0283413529,0.0,14.9733706499,0.0,0.414596105894,0.414596105894,0.414596105894,1.2694153222,0.286938743016,0.385424228339,0.79681693514,0.724645446485
 01/17  21:00:00,3.61231280755,15.4466717407,0.0,15.3898112181,0.0,0.426222042835,0.426222042835,0.426222042835,1.09396765174,0.247280533344,0.338845876819,0.824210440373,0.659016262441
 01/17  22:00:00,3.31999870361,16.9845167137,0.0,16.9289836742,0.0,0.468940814613,0.468940814613,0.468940814613,0.918519983775,0.207622352631,0.318073398495,0.804968173282,0.579103980812
 01/17  23:00:00,2.76684883295,17.8092226417,0.0,17.7611659127,0.0,0.492042388826,0.492042388826,0.492042388826,0.691470175382,0.156299961941,0.256145886137,0.696596794044,0.451523626618
 01/17  24:00:00,2.19643363598,18.0582269299,0.0,18.0164665267,0.0,0.499152348074,0.499152348074,0.499152348074,0.474740745326,0.107310419037,0.173494335907,0.605329652219,0.313636135415
 01/18  01:00:00,1.62603112497,18.6618087693,0.0,18.6272665549,0.0,0.516109455261,0.516109455261,0.516109455261,0.247690813811,0.0559880573062,0.115167850971,0.500699824915,0.167605122707
 01/18  02:00:00,1.40530285607,19.699506265,0.0,19.6677019844,0.0,0.544977165413,0.544977165413,0.544977165413,0.144486286704,0.0326596952687,0.0983708244822,0.461012649041,0.101026235157
 01/18  03:00:00,1.32466909131,20.0008049267,0.0,19.9693693914,0.0,0.553377830941,0.553377830941,0.553377830941,0.103204501234,0.0233283533497,0.0834501454999,0.455667574849,0.0828706854322
 01/18  04:00:00,1.31823991735,20.1237336639,0.0,20.0927406229,0.0,0.55681854664,0.55681854664,0.55681854664,0.103204501234,0.0233283533497,0.0747526356716,0.449253485819,0.0881123946371
 01/18  05:00:00,1.36678500898,20.1302635775,0.0,20.1004413028,0.0,0.557072288509,0.557072288509,0.557072288509,0.103204501234,0.0233283533497,0.0868457568597,0.43228287526,0.141281233766
 01/18  06:00:00,1.66447370711,20.3010726882,0.0,20.2677934265,0.0,0.557072288509,0.557072288509,0.557072288509,0.103204501234,0.0233283533497,0.101815917579,0.482392945808,0.373889700631
 01/18  07:00:00,2.40143002567,20.3200191102,0.0,20.2815681959,0.0,0.557072288509,0.557072288509,0.557072288509,0.237370309854,0.0536552095187,0.165077844744,0.557357611348,0.8081267617
 01/18  08:00:00,2.98850814376,20.5383551147,0.0,20.4974981374,0.0,0.557072288509,0.557072288509,0.557072288509,0.485061123664,0.109643266825,0.25639820385,0.592234220449,0.927829040463
 01/18  09:00:00,2.86740253409,20.0686447748,0.0,20.0341025604,0.0,0.549752819507,0.549752819507,0.549752819507,0.464420241369,0.104977600209,0.32820696637,0.500699824915,0.896575081718
 01/18  10:00:00,2.45756387138,18.6774670173,0.0,18.6480687997,0.0,0.516472197382,0.516472197382,0.516472197382,0.237370309854,0.0536552095187,0.39998131075,0.42613603994,0.801178803934
 01/18  11:00:00,2.28586731743,17.400823644,0.0,17.3707340289,0.0,0.481621734047,0.481621734047,0.481621734047,0.196088550257,0.0443238762875,0.416780676038,0.436158054049,0.688124426752
 01/18  12:00:00,2.14771935878,15.3725494043,0.0,15.3424505706,0.0,0.425412068818,0.425412068818,0.425412068818,0.196088550257,0.0443238762875,0.435735142253,0.436291680904,0.587098040258
 01/18  13:00:00,1.99157236093,13.2104373617,0.0,13.1808455528,0.0,0.3654697863,0.3654697863,0.3654697863,0.196088550257,0.0443238762875,0.425637021538,0.42894220389,0.508340922652
 01/18  14:00:00,1.88435207507,11.9276556653,0.0,11.8970405883,0.0,0.329870077168,0.329870077168,0.329870077168,0.196088550257,0.0443238762875,0.385966199058,0.443774784773,0.461558587526
 01/18  15:00:00,1.85346354199,12.2035963095,0.0,12.1712573482,0.0,0.337473824113,0.337473824113,0.337473824113,0.206409051718,0.0466566951156,0.356355588907,0.468763006619,0.415035375518
 01/18  16:00:00,1.95973272247,12.1653750136,0.0,12.131238419,0.0,0.336393581546,0.336393581546,0.336393581546,0.258011189652,0.0583208761344,0.368490937387,0.494820243304,0.420925894445
 01/18  17:00:00,2.40866740828,13.1496482562,0.0,13.1092706478,0.0,0.36356174225,0.36356174225,0.36356174225,0.433458860111,0.0979790858062,0.428670866964,0.585285624,0.476941229147
 01/18  18:00:00,3.28943690256,15.7380962559,0.0,15.6890439147,0.0,0.435219301928,0.435219301928,0.435219301928,0.80499507833,0.181961142806,0.536821987543,0.711028494362,0.59664089759
 01/18  19:00:00,3.88395671345,14.525239747,0.0,14.4719837096,0.0,0.401513758863,0.401513758863,0.401513758863,1.19717217884,0.270608895381,0.482732692333,0.771962340148,0.707196847882
 01/18  20:00:00,3.92730504428,15.9464396844,0.0,15.8914689814,0.0,0.44094940342,0.44094940342,0.44094940342,1.2694153222,0.286938743016,0.385424228339,0.79681693514,0.724990412167
 01/18  21:00:00,3.64831474374,16.7020824132,0.0,16.6452218906,0.0,0.461911926423,0.461911926423,0.461911926423,1.09396765174,0.247280533344,0.338845876819,0.824210440373,0.659328315043
 01/18  22:00:00,3.33253550195,17.3955491331,0.0,17.3400160936,0.0,0.481230481358,0.481230481358,0.481230481358,0.918519983775,0.207622352631,0.318073398495,0.804968173282,0.579351112411
 01/18  23:00:00,2.77508800827,18.0677995643,0.0,18.0197428353,0.0,0.500119759233,0.500119759233,0.500119759233,0.691470175382,0.156299961941,0.256145886137,0.696596794044,0.451685431537
 01/18  24:00:00,2.21800124317,18.8024408841,0.0,18.7606804808,0.0,0.520690631513,0.520690631513,0.520690631513,0.474740745326,0.107310419037,0.173494335907,0.605329652219,0.313665459171
 01/19  01:00:00,1.6367073207,19.0198802816,0.0,18.9853380673,0.0,0.526927003685,0.526927003685,0.526927003685,0.247690813811,0.0559880573062,0.115167850971,0.500699824915,0.167463770016
 01/19  02:00:00,1.40490121303,19.6585908817,0.0,19.626786601,0.0,0.544705324418,0.544705324418,0.544705324418,0.144486286704,0.0326596952687,0.0983708244822,0.461012649041,0.100896433113
 01/19  03:00:00,1.32823171325,20.1043367093,0.0,20.0729011739,0.0,0.557072288509,0.557072288509,0.557072288509,0.103204501234,0.0233283533497,0.0834501454999,0.455667574849,0.0827388498055
 01/19  04:00:00,1.31836727264,20.154911947,0.0,20.123918906,0.0,0.557072288509,0.557072288509,0.557072288509,0.103204501234,0.0233283533497,0.0747526356716,0.449253485819,0.0879860080556
 01/19  05:00:00,1.36671938144,20.2195660782,0.0,20.1897438034,0.0,0.557072288509,0.557072288509,0.557072288509,0.103204501234,0.0233283533497,0.0868457568597,0.43228287526,0.141215606226
 01/19  06:00:00,1.66462378769,20.2674658663,0.0,20.2341866045,0.0,0.557072288509,0.557072288509,0.557072288509,0.103204501234,0.0233283533497,0.101815917579,0.482392945808,0.374039781208
 01/19  07:00:00,2.40199621764,20.319927125,0.0,20.2814762107,0.0,0.557072288509,0.557072288509,0.557072288509,0.237370309854,0.0536552095187,0.165077844744,0.557357611348,0.808692953672
 01/19  08:00:00,2.98922392765,20.3351334593,0.0,20.294276482,0.0,0.557072288509,0.557072288509,0.557072288509,0.485061123664,0.109643266825,0.25639820385,0.592234220449,0.928544824353
 01/19  09:00:00,2.84685597049,19.2016898592,0.0,19.1671476448,0.0,0.528532107792,0.528532107792,0.528532107792,0.464420241369,0.104977600209,0.32820696637,0.500699824915,0.897249229832
 01/19  10:00:00,2.40234196165,16.640164517,0.0,16.6107662993,0.0,0.460584958083,0.460584958083,0.460584958083,0.237370309854,0.0536552095187,0.39998131075,0.42613603994,0.801844133505
 01/19  11:00:00,2.21291605459,14.734753984,0.0,14.704664369,0.0,0.408033454754,0.408033454754,0.408033454754,0.196088550257,0.0443238762875,0.416780676038,0.436158054049,0.688761443201
 01/19  12:00:00,2.05986414349,12.1747303244,0.0,12.1446314907,0.0,0.336967853182,0.336967853182,0.336967853182,0.196088550257,0.0443238762875,0.435735142253,0.436291680904,0.587687040607
